year,state,employer,salary_median,rate_year,rate_state,rate_employer,rate
2014,MD,tata consultancy,66900,2014,MD,tata consultancy,0.9345468146116445
2015,IL,accenture l,88139,2015,IL,accenture l,0.9562308335656537
2019,WA,amazoncom,135000,2019,WA,amazoncom,0.9612575420768498
2019,CA,google,135000,2019,CA,google,0.9627240143369176
2018,WA,amazon fulfillment,127400,2018,WA,amazon fulfillment,0.990495867768595
2017,WA,amazon,128000,2017,WA,amazon,0.9899255365746824
2017,NJ,tech mahindra,94828,2017,NJ,tech mahindra,0.9151414309484193
2016,IL,accenture l,91541,2016,IL,accenture l,0.9788247750132345
2015,NC,ibm india private,68016,2015,NC,ibm india private,0.9710884353741497
2019,WA,micro,134000,2019,WA,micro,0.9399117971334069
2019,CA,facebook,160000,2019,CA,facebook,0.9745060548119822
2017,WA,micro,120776,2017,WA,micro,0.9878950907868191
2014,NC,ibm india private,67371,2014,NC,ibm india private,0.9635193133047211
2016,NC,ibm india private,69514,2016,NC,ibm india private,0.9092755585646581
2015,NJ,tech mahindra,79747,2015,NJ,tech mahindra,0.9645953757225434
2015,CA,hcl,67829,2015,CA,hcl,0.9827844311377245
2018,WA,micro,130000,2018,WA,micro,0.9897476340694006
2016,WA,amazon,120600,2016,WA,amazon,0.9919935948759008
2016,NJ,tech mahindra,87298,2016,NJ,tech mahindra,0.8650568181818182
2019,NC,ibm,83699,2019,NC,ibm,0.7419150285351934
2019,CA,apple,164674,2019,CA,apple,0.9760479041916168
2016,WA,micro,121100,2016,WA,micro,0.990409764603313
2017,TX,google,100000,2017,TX,google,0.9899817850637522
2017,AZ,intel,82924,2017,AZ,intel,0.9962121212121212
2016,CA,hcl,66830,2016,CA,hcl,0.9581005586592178
2015,WA,micro,118291,2015,WA,micro,0.9877551020408163
2017,IL,accenture l,94750,2017,IL,accenture l,0.8975563909774437
2017,NC,ibm india private,74825,2017,NC,ibm india private,0.8377192982456141
2015,WA,amazon,115000,2015,WA,amazon,0.9874739039665971
2019,NJ,tech mahindra,99736,2019,NJ,tech mahindra,0.6274247491638796
2014,CA,hcl,69742,2014,CA,hcl,0.9464646464646465
2014,NJ,larsen  toubro,69984,2014,NJ,larsen  toubro,0.9849624060150376
2016,CA,intel,107477,2016,CA,intel,0.9955947136563876
2014,TX,tech mahindra,78707,2014,TX,tech mahindra,0.9220512820512821
2014,WA,micro,118378,2014,WA,micro,0.9933554817275747
2018,AZ,intel,74277,2018,AZ,intel,0.9898190045248869
2017,CA,hcl,87048,2017,CA,hcl,0.9540983606557377
2016,TX,google,135000,2016,TX,google,0.9931506849315068
2014,WA,amazon,109400,2014,WA,amazon,0.9965277777777778
2013,WA,amazon,105000,2013,WA,amazon,0.9988331388564761
2015,TX,google,122000,2015,TX,google,0.9917550058892816
2013,CA,qualcomm,83075,2013,CA,qualcomm,0.9962358845671268
2012,CA,intel,92626,2012,CA,intel,0.9936386768447837
2019,IL,capgemini,77200,2019,IL,capgemini,0.5427974947807933
2013,CA,intel,94700,2013,CA,intel,1.0
2014,NJ,tech mahindra,64189,2014,NJ,tech mahindra,0.9308252427184466
2012,WA,amazon,100000,2012,WA,amazon,0.9972972972972973
2018,CA,google,138000,2018,CA,google,0.9917920656634747
2014,CA,intel,98590,2014,CA,intel,0.993103448275862
2014,CA,igate,75000,2014,CA,igate,0.9361979166666666
2018,NJ,ernst  youngl,94827,2018,NJ,ernst  youngl,0.8840937114673243
2018,CA,apple,146619,2018,CA,apple,0.9817927170868347
2019,CA,cisco,132184,2019,CA,cisco,0.9348710990502035
2017,CA,apple,142938,2017,CA,apple,0.9853372434017595
2018,CA,facebook,150000,2018,CA,facebook,0.9895988112927192
2019,IL,accenture l,80912,2019,IL,accenture l,0.5764499121265377
2016,NY,capgemini,76300,2016,NY,capgemini,0.9938271604938271
2016,CA,apple,142376,2016,CA,apple,0.9921752738654147
2015,CA,intel,103132,2015,CA,intel,0.9951845906902087
2012,CA,qualcomm,83075,2012,CA,qualcomm,1.0
2018,NJ,tech mahindra,92768,2018,NJ,tech mahindra,0.7429667519181585
2015,NJ,larsen  toubro,68148,2015,NJ,larsen  toubro,0.9875886524822695
2019,CA,qualcomm,86320,2019,CA,qualcomm,0.9593639575971732
2019,CA,oracle,153171,2019,CA,oracle,0.903010033444816
2015,CA,apple,130000,2015,CA,apple,0.9850746268656716
2016,NJ,larsen  toubro,68556,2016,NJ,larsen  toubro,0.9558823529411765
2017,CA,facebook,131603,2017,CA,facebook,1.0
2019,NJ,ernst  youngl,140000,2019,NJ,ernst  youngl,0.8233333333333334
2019,CA,uber,110802,2019,CA,uber,0.9314285714285714
2014,CA,apple,131269,2014,CA,apple,0.9979338842975206
2017,CA,cisco,123628,2017,CA,cisco,0.9896907216494846
2017,NJ,ernst  youngl,114026,2017,NJ,ernst  youngl,0.9755102040816327
2015,NJ,mindtree,60000,2015,NJ,mindtree,0.9753086419753086
2019,AR,walmart,80000,2019,AR,walmart,0.9647302904564315
2014,NJ,mindtree,76211,2014,NJ,mindtree,0.9828326180257511
2015,CA,oracle,115253,2015,CA,oracle,0.9954233409610984
2014,CA,ust,84926,2014,CA,ust,0.9704545454545455
2015,CA,facebook,144431,2015,CA,facebook,1.0
2019,WA,amazon,131580,2019,WA,amazon,0.9523809523809523
2012,CA,oracle,100000,2012,CA,oracle,1.0
2019,CA,hcl,110000,2019,CA,hcl,0.6710743801652893
2014,CA,oracle,111939,2014,CA,oracle,0.9949109414758269
2019,NY,mphasis,74056,2019,NY,mphasis,0.8037578288100209
2014,CA,qualcomm,84926,2014,CA,qualcomm,0.9922480620155039
2016,CA,cisco,116822,2016,CA,cisco,0.9922279792746114
2018,IL,accenture l,96658,2018,IL,accenture l,0.6925996204933587
2016,CA,facebook,150000,2016,CA,facebook,0.9971751412429378
2018,AR,walmart,60500,2018,AR,walmart,0.9071618037135278
2013,CA,facebook,112000,2013,CA,facebook,0.9852941176470589
2019,CA,tesla,115000,2019,CA,tesla,0.9382022471910112
2013,CA,oracle,108000,2013,CA,oracle,0.996996996996997
2016,CA,oracle,122446,2016,CA,oracle,0.9880239520958084
2018,CA,cisco,127200,2018,CA,cisco,0.9619883040935673
2019,MO,cerner,69000,2019,MO,cerner,0.9758308157099698
2016,NJ,mindtree,60000,2016,NJ,mindtree,0.963855421686747
2017,CA,yahoo,149395,2017,CA,yahoo,0.996875
2012,CA,google,127000,2012,CA,google,1.0
2019,CA,nvidia,241696,2019,CA,nvidia,0.9634146341463414
2012,CA,facebook,110000,2012,CA,facebook,0.9936908517350158
2012,CA,apple,110000,2012,CA,apple,0.9936507936507937
2018,NC,ibm,84739,2018,NC,ibm,0.9903846153846154
2017,CA,ust,95400,2017,CA,ust,0.875
2019,CA,oath s,128914,2019,CA,oath s,0.9270516717325228
2017,NY,mphasis,75795,2017,NY,mphasis,0.9558359621451105
2014,CA,cisco,111543,2014,CA,cisco,0.9771986970684039
2017,CA,qualcomm,99154,2017,CA,qualcomm,0.9966442953020134
2014,CA,facebook,135000,2014,CA,facebook,0.9933110367892977
2013,CA,apple,109996,2013,CA,apple,0.9966101694915255
2017,IL,capgemini,74200,2017,IL,capgemini,0.8033240997229917
2015,CA,ust,55245,2015,CA,ust,0.96
2016,CA,ust,54850,2016,CA,ust,0.9562289562289562
2019,CA,linkedin,119904,2019,CA,linkedin,0.9756944444444444
2018,IL,capgemini,76500,2018,IL,capgemini,0.20373134328358208
2019,CA,paypal,130000,2019,CA,paypal,0.9645390070921985
2017,NC,ibm,84739,2017,NC,ibm,0.9712230215827338
2015,CA,cisco,111543,2015,CA,cisco,0.989010989010989
2017,NJ,lt,82805,2017,NJ,lt,0.9818181818181818
2014,NJ,igate,64400,2014,NJ,igate,0.9633699633699634
2015,CA,yahoo,119350,2015,CA,yahoo,0.9961832061068703
2019,CA,vmware,130000,2019,CA,vmware,0.9379562043795621
2018,NJ,lt,92768,2018,NJ,lt,0.834983498349835
2016,NC,ibm,77979,2016,NC,ibm,0.9960474308300395
2019,MI,syntel,78125,2019,MI,syntel,0.41625207296849087
2018,WA,amazon,131580,2018,WA,amazon,0.9538461538461539
2019,NY,bloomberg,115000,2019,NY,bloomberg,0.9312977099236641
2015,IL,capgemini,95077,2015,IL,capgemini,0.9418604651162791
2017,FL,synechron,67080,2017,FL,synechron,1.0
2019,NJ,hexaware,120000,2019,NJ,hexaware,0.9097744360902256
2016,IL,capgemini,69000,2016,IL,capgemini,1.0
2017,IL,jpmorgan chase  co,110000,2017,IL,jpmorgan chase  co,0.9875518672199171
2015,TX,tech mahindra,79747,2015,TX,tech mahindra,0.94
2017,NY,capgemini,72300,2017,NY,capgemini,0.7918088737201365
2016,MI,populus,70000,2016,MI,populus,0.8702290076335878
2018,NY,bloomberg,132000,2018,NY,bloomberg,0.982532751091703
2015,NJ,hexaware,51500,2015,NJ,hexaware,0.9606986899563319
2019,CA,ebay,152000,2019,CA,ebay,0.9473684210526315
2019,MA,wayfair,76294,2019,MA,wayfair,0.8287937743190662
2017,CA,oracle,137010,2017,CA,oracle,0.9636363636363636
2017,NJ,hexaware,60000,2017,NJ,hexaware,0.9298245614035088
2015,NC,ibm,79227,2015,NC,ibm,0.9906103286384976
2014,NC,ibm,73632,2014,NC,ibm,0.9722222222222222
2015,CA,qualcomm,84926,2015,CA,qualcomm,1.0
2019,NC,bank of  na,130000,2019,NC,bank of  na,0.911504424778761
2015,MI,of michigan,61350,2015,MI,of michigan,0.9902439024390244
2019,ID,micron,95000,2019,ID,micron,0.9569377990430622
2018,CA,hcl,91395,2018,CA,hcl,0.6577181208053692
2017,NY,bloomberg,135000,2017,NY,bloomberg,1.0
2015,CA,igate,76918,2015,CA,igate,0.9264705882352942
2016,NY,mphasis,75795,2016,NY,mphasis,0.984375
2014,MO,cerner,78600,2014,MO,cerner,0.984375
2017,MA,ntt,107744,2017,MA,ntt,0.9207920792079208
2016,NJ,hexaware,57000,2016,NJ,hexaware,0.9587628865979382
2019,NJ,mar,96400,2019,NJ,mar,0.8008658008658008
2012,TX,dell,76492,2012,TX,dell,1.0
2018,MI,of michigan,63240,2018,MI,of michigan,0.994475138121547
2015,MA,ntt,93517,2015,MA,ntt,0.946524064171123
2019,CA,intuit,109242,2019,CA,intuit,0.9832402234636871
2018,NY,mphasis,69701,2018,NY,mphasis,0.7446808510638298
2019,CA,juniper,92620,2019,CA,juniper,0.9456521739130435
2017,MI,general motors,107856,2017,MI,general motors,0.9885057471264368
2019,CA,synopsys,135216,2019,CA,synopsys,0.9714285714285714
2012,CA,yahoo,119870,2012,CA,yahoo,1.0
2017,WA,amazon,128000,2017,WA,amazon,0.9763313609467456
2018,CA,linkedin,122158,2018,CA,linkedin,0.9821428571428571
2016,CA,yahoo,137840,2016,CA,yahoo,0.9880239520958084
2017,CA,ebay,130000,2017,CA,ebay,0.9939024390243902
2018,CA,nvidia,115060,2018,CA,nvidia,1.0
2013,TX,dell,93891,2013,TX,dell,0.9938650306748467
2017,CA,uber,115000,2017,CA,uber,0.9132947976878613
2016,WI,epic,77000,2016,WI,epic,1.0
2018,CA,oracle,146225,2018,CA,oracle,0.9181286549707602
2017,CA,nvidia,111826,2017,CA,nvidia,0.9935897435897436
2018,NJ,larsen  toubro,93746,2018,NJ,larsen  toubro,0.7828282828282829
2017,CA,salesforcecom,117770,2017,CA,salesforcecom,0.9745222929936306
2018,WA,amazon,131580,2018,WA,amazon,0.9161676646706587
2017,MO,cerner,73400,2017,MO,cerner,0.987012987012987
2018,CA,uber,100506,2018,CA,uber,0.937888198757764
2019,CA,adobe,151537,2019,CA,adobe,0.937888198757764
2019,TX,hewlett packard enterprise,66518,2019,TX,hewlett packard enterprise,0.9375
2018,CA,adobe,128066,2018,CA,adobe,0.9933774834437086
2019,VA,capital one,84282,2019,VA,capital one,0.9803921568627451
2017,CA,linkedin,122533,2017,CA,linkedin,1.0
2017,NJ,mindtree,60000,2017,NJ,mindtree,0.9551282051282052
2017,CA,paypal,124911,2017,CA,paypal,0.9736842105263158
2016,NY,columbia,57158,2016,NY,columbia,1.0
2015,NY,bloomberg,122000,2015,NY,bloomberg,1.0
2012,TX,ericsson,69930,2012,TX,ericsson,0.9863945578231292
2019,MA,ntt,104790,2019,MA,ntt,0.8944099378881988
2019,TN,fedex,61838,2019,TN,fedex,0.9342105263157895
2017,TX,oracle,114712,2017,TX,oracle,0.9726027397260274
2019,NJ,citiustech,90000,2019,NJ,citiustech,0.7382198952879581
2019,WA,expedia,113318,2019,WA,expedia,0.9791666666666666
2019,MA,the mathworks,99000,2019,MA,the mathworks,0.9929078014184397
2016,WA,amazon,120600,2016,WA,amazon,1.0
2016,NJ,mar,75800,2016,NJ,mar,0.92
2016,CA,qualcomm,89498,2016,CA,qualcomm,0.9927536231884058
2019,VA,cgi  and,93933,2019,VA,cgi  and,0.9319727891156463
2014,NJ,birla,73445,2014,NJ,birla,0.9440559440559441
2014,MA,emc,76950,2014,MA,emc,0.9712230215827338
2016,MO,cerner,72800,2016,MO,cerner,0.9926470588235294
2019,NJ,pioneer,93746,2019,NJ,pioneer,0.9705882352941176
2019,CA,now,109242,2019,CA,now,0.9562043795620438
2015,MA,emc,77501,2015,MA,emc,0.9923664122137404
2014,CA,ebay,110000,2014,CA,ebay,1.0
2015,CA,paypal,118000,2015,CA,paypal,0.9847328244274809
2018,CA,tesla,97000,2018,CA,tesla,0.9624060150375939
2016,MA,the mathworks,93000,2016,MA,the mathworks,0.9846153846153847
2018,CA,paypal,128000,2018,CA,paypal,0.9844961240310077
2018,MA,ntt,103501,2018,MA,ntt,0.7470588235294118
2016,MA,ntt,88067,2016,MA,ntt,0.9844961240310077
2017,NJ,mar,74300,2017,NJ,mar,0.9621212121212122
2017,MA,google,124000,2017,MA,google,0.984375
2015,TX,cigniti,70000,2015,TX,cigniti,1.0
2014,TX,hitachi,70000,2014,TX,hitachi,0.9765625
2018,MI,general motors,107000,2018,MI,general motors,0.9920634920634921
2017,TX,inovant,78032,2017,TX,inovant,1.0
2015,MI,htc,80000,2015,MI,htc,0.9841269841269841
2015,IL,zs,105000,2015,IL,zs,0.9761904761904762
2014,MA,ntt,88691,2014,MA,ntt,0.9534883720930233
2016,NY,bloomberg,126500,2016,NY,bloomberg,1.0
2018,NY,synechron,92768,2018,NY,synechron,0.9838709677419355
2015,NJ,kpit info,67900,2015,NJ,kpit info,0.9838709677419355
2016,CA,uber,115000,2016,CA,uber,1.0
2015,CA,linkedin,109762,2015,CA,linkedin,1.0
2019,CA,nutanix,316250,2019,CA,nutanix,0.983739837398374
2016,CA,nvidia,122236,2016,CA,nvidia,1.0
2019,TX,hitachi,77189,2019,TX,hitachi,0.8823529411764706
2016,TX,hewlett packard enterprise,82618,2016,TX,hewlett packard enterprise,0.975609756097561
2019,CA,cadence design,164674,2019,CA,cadence design,0.9754098360655737
2016,TX,facebook,124000,2016,TX,facebook,1.0
2019,IL,the  of chicago,75000,2019,IL,the  of chicago,0.9752066115702479
2019,CA,twitter,137000,2019,CA,twitter,1.0
2017,CA,snap,62213,2017,CA,snap,1.0
2019,MI,general motors,112200,2019,MI,general motors,0.9590163934426229
2014,NY,bloomberg,120000,2014,NY,bloomberg,1.0
2019,CA,amgen,85426,2019,CA,amgen,0.9349593495934959
2018,CA,qualcomm,96346,2018,CA,qualcomm,0.8984375
2016,CA,salesforcecom,117770,2016,CA,salesforcecom,1.0
2018,CA,salesforcecom,142168,2018,CA,salesforcecom,0.9829059829059829
2018,NJ,mar,74300,2018,NJ,mar,0.8444444444444444
2019,FL,of florida,64296,2019,FL,of florida,0.991304347826087
2019,PA,of pittsburgh,51343,2019,PA,of pittsburgh,0.9826086956521739
2014,CA,nvidia,111939,2014,CA,nvidia,0.9739130434782609
2016,CA,tesla motors,92000,2016,CA,tesla motors,1.0
2014,WI,epic,70000,2014,WI,epic,1.0
2015,TX,dell,95000,2015,TX,dell,1.0
2019,MO,charter,70949,2019,MO,charter,0.9166666666666666
2016,CA,ebay,105000,2016,CA,ebay,0.990990990990991
2016,NJ,synechron,66435,2016,NJ,synechron,1.0
2015,CA,ebay,120000,2015,CA,ebay,1.0
2017,TX,hitachi,79500,2017,TX,hitachi,0.9008264462809917
2018,MI,populus,78560,2018,MI,populus,0.6101694915254238
2019,MA,ntt,104790,2019,MA,ntt,0.782608695652174
2018,MA,wayfair,77854,2018,MA,wayfair,0.9553571428571429
2017,MA,the mathworks,97000,2017,MA,the mathworks,0.9727272727272728
2014,CA,linkedin,109762,2014,CA,linkedin,1.0
2017,CA,synopsys,107865,2017,CA,synopsys,1.0
2016,IL,capgemini,69000,2016,IL,capgemini,0.828125
2017,CA,intuit,102149,2017,CA,intuit,0.9724770642201835
2014,CA,hewlettpackard,106169,2014,CA,hewlettpackard,0.9814814814814815
2017,CA,adobe,117083,2017,CA,adobe,1.0
2018,MI,syntel,142000,2018,MI,syntel,0.6011560693641619
2018,CA,vmware,98000,2018,CA,vmware,0.9902912621359223
2015,CA,intuit,89898,2015,CA,intuit,1.0
2019,WA,a2z development center,108000,2019,WA,a2z development center,0.9532710280373832
2016,MA,colorate,69160,2016,MA,colorate,0.8559322033898306
2019,MA,akamai,105786,2019,MA,akamai,0.9711538461538461
2016,PA,of pittsburgh,48516,2016,PA,of pittsburgh,0.9900990099009901
2015,CA,nvidia,116822,2015,CA,nvidia,0.9900990099009901
2015,NY,mount sinai medical center,51000,2015,NY,mount sinai medical center,0.9803921568627451
2016,CA,paypal,130000,2016,CA,paypal,0.9705882352941176
2018,TN,fedex,59808,2018,TN,fedex,0.9166666666666666
2019,NY,barclays  corp,125000,2019,NY,barclays  corp,0.9801980198019802
2015,FL,of florida,92000,2015,FL,of florida,0.99
2015,NJ,synechron,77210,2015,NJ,synechron,0.98
2016,CA,linkedin,120349,2016,CA,linkedin,1.0
2015,VA,cgi  and,85051,2015,VA,cgi  and,0.97
2014,NJ,orion  integrators,95000,2014,NJ,orion  integrators,0.941747572815534
2016,CT,cyient,66664,2016,CT,cyient,0.9142857142857143
2019,CA,advanced micro devices,96325,2019,CA,advanced micro devices,0.9795918367346939
2017,WI,epic,84000,2017,WI,epic,0.9896907216494846
2019,NJ,nat,75254,2019,NJ,nat,0.9230769230769231
2016,MI,reliable,60000,2016,MI,reliable,0.8495575221238938
2017,CT,cyient,68557,2017,CT,cyient,0.9223300970873787
2017,IL,the  of chicago,80000,2017,IL,the  of chicago,1.0
2015,MI,populus,62000,2015,MI,populus,0.9134615384615384
2015,GA,airwatch,85000,2015,GA,airwatch,1.0
2015,CA,marvell semiconductor,93000,2015,CA,marvell semiconductor,0.9894736842105263
2017,CA,applied materials,102149,2017,CA,applied materials,0.9791666666666666
2017,CA,juniper,103240,2017,CA,juniper,1.0
2019,NE,prokarma,80000,2019,NE,prokarma,0.8440366972477065
2017,CA,advanced micro devices,107677,2017,CA,advanced micro devices,0.989247311827957
2018,CA,advanced micro devices,113542,2018,CA,advanced micro devices,0.9787234042553191
2019,TX,indeed,88483,2019,TX,indeed,0.9479166666666666
2017,FL,ible,66000,2017,FL,ible,0.9891304347826086
2014,CA,paypal,110000,2014,CA,paypal,0.9891304347826086
2018,FL,of florida,61615,2018,FL,of florida,0.989010989010989
2016,FL,of florida,65000,2016,FL,of florida,1.0
2015,MA,avco,82000,2015,MA,avco,0.9782608695652174
2018,PA,of pittsburgh,60896,2018,PA,of pittsburgh,0.9574468085106383
2017,ID,micron,90000,2017,ID,micron,0.9888888888888889
2019,VA,of virginia,63440,2019,VA,of virginia,0.978021978021978
2017,FL,of florida,40000,2017,FL,of florida,0.9468085106382979
2019,NJ,compunnel,96400,2019,NJ,compunnel,0.8240740740740741
2018,VA,capital one,99900,2018,VA,capital one,0.8476190476190476
2015,TX,oberon,64418,2015,TX,oberon,0.9775280898876404
2018,CA,intuit,122158,2018,CA,intuit,0.945054945054945
2019,CA,symantec,127500,2019,CA,symantec,0.9885057471264368
2017,IL,northwestern,80341,2017,IL,northwestern,1.0
2015,MA,the mathworks,86200,2015,MA,the mathworks,0.9885057471264368
2016,UT,of utah,60000,2016,UT,of utah,0.9885057471264368
2014,MA,the mathworks,81728,2014,MA,the mathworks,0.9885057471264368
2016,CA,juniper,96420,2016,CA,juniper,1.0
2014,CA,photon,75000,2014,CA,photon,1.0
2016,CA,adobe,128000,2016,CA,adobe,1.0
2015,WA,amazon,115000,2015,WA,amazon,1.0
2019,WA,zillow,113318,2019,WA,zillow,0.9659090909090909
2014,MA,avco,88088,2014,MA,avco,0.9230769230769231
2015,CA,salesforcecom,120000,2015,CA,salesforcecom,1.0
2018,NJ,colera,120000,2018,NJ,colera,0.8469387755102041
2014,NJ,brillio,60000,2014,NJ,brillio,0.9120879120879121
2014,MI,populus,72100,2014,MI,populus,0.9431818181818182
2016,MA,the boston,125000,2016,MA,the boston,0.9761904761904762
2016,IL,northwestern,75000,2016,IL,northwestern,1.0
2014,CA,twitter,130000,2014,CA,twitter,0.9879518072289156
2016,MA,emc,79325,2016,MA,emc,0.9879518072289156
2017,MI,reliable,79000,2017,MI,reliable,0.8913043478260869
2018,WA,expedia,112549,2018,WA,expedia,0.9879518072289156
2018,CA,applied materials,116000,2018,CA,applied materials,0.8617021276595744
2015,MI,engineering,62000,2015,MI,engineering,1.0
2014,CA,salesforcecom,132500,2014,CA,salesforcecom,1.0
2016,NJ,birla,72010,2016,NJ,birla,0.975609756097561
2015,CA,symantec,95000,2015,CA,symantec,1.0
2019,PA,comcast cable,101500,2019,PA,comcast cable,0.9523809523809523
2018,CA,ebay,142830,2018,CA,ebay,0.9634146341463414
2014,NJ,alcatellucent,105000,2014,NJ,alcatellucent,1.0
2013,CA,qualcomm atheros,84910,2013,CA,qualcomm atheros,1.0
2015,CA,hewlettpackard,95273,2015,CA,hewlettpackard,0.9875
2017,NJ,colera,86000,2017,NJ,colera,0.9518072289156626
2018,ID,micron,86612,2018,ID,micron,0.975
2015,TX,hitachi,75000,2015,TX,hitachi,1.0
2017,NJ,brillio,85000,2017,NJ,brillio,0.9397590361445783
2014,NJ,3i,62000,2014,NJ,3i,0.987012987012987
2019,NY,veridic,97000,2019,NY,veridic,0.7916666666666666
2016,AZ,arizona state,55997,2016,AZ,arizona state,1.0
2019,MA,randstad,105000,2019,MA,randstad,0.9156626506024096
2015,IL,northwestern,76670,2015,IL,northwestern,1.0
2015,VA,capital one,89000,2015,VA,capital one,1.0
2017,VA,capital one,86000,2017,VA,capital one,1.0
2016,VA,of virginia,65000,2016,VA,of virginia,0.987012987012987
2014,TX,delta,60000,2014,TX,delta,0.9620253164556962
2019,TX,texas am,61077,2019,TX,texas am,0.974025974025974
2016,CA,vmware,114000,2016,CA,vmware,1.0
2016,VA,oracle,130229,2016,VA,oracle,0.9866666666666667
2015,TX,avant,65250,2015,TX,avant,0.9487179487179487
2017,CA,cadence design,122641,2017,CA,cadence design,0.9866666666666667
2018,NJ,nat,115000,2018,NJ,nat,0.6697247706422018
2016,VA,cgi  and,91333,2016,VA,cgi  and,0.9864864864864865
2016,OH,erp analysts,62982,2016,OH,erp analysts,0.9733333333333334
2012,MO,cerner,55000,2012,MO,cerner,1.0
2019,MI,aptiv,83990,2019,MI,aptiv,0.9863013698630136
2018,MA,ntt,103501,2018,MA,ntt,0.9113924050632911
2017,CA,expedia,110000,2017,CA,expedia,0.972972972972973
2015,TX,texas am,44201,2015,TX,texas am,0.96
2019,MI,trw automotive,98000,2019,MI,trw automotive,0.9861111111111112
2017,CA,veritas,117000,2017,CA,veritas,0.9861111111111112
2015,FL,citrix,80000,2015,FL,citrix,0.9861111111111112
2014,CA,smartplay,73000,2014,CA,smartplay,1.0
2019,IL,caterpillar,90504,2019,IL,caterpillar,0.9722222222222222
2019,VA,microstrategy,72862,2019,VA,microstrategy,0.9722222222222222
2015,AR,walmart,85000,2015,AR,walmart,0.9722222222222222
2015,CA,tesla motors,100000,2015,CA,tesla motors,0.9857142857142858
2016,TX,hitachi,79500,2016,TX,hitachi,0.9857142857142858
2017,NE,prokarma,70000,2017,NE,prokarma,0.8846153846153846
2014,CA,juniper,98488,2014,CA,juniper,1.0
2018,IN,purdue,61000,2018,IN,purdue,1.0
2013,CA,linkedin,84802,2013,CA,linkedin,1.0
2016,NJ,alcatellucent,107000,2016,NJ,alcatellucent,1.0
2019,CA,marvell semiconductor,91331,2019,CA,marvell semiconductor,0.9577464788732394
2019,MI,populus,85000,2019,MI,populus,0.2982456140350877
2019,CA,lyft,160000,2019,CA,lyft,0.9855072463768116
2019,MD,infinite computer,102648,2019,MD,infinite computer,0.7906976744186046
2015,CA,vmware,155380,2015,CA,vmware,1.0
2019,CA,qualcomm atheros,96325,2019,CA,qualcomm atheros,0.9444444444444444
2014,NJ,apex,90709,2014,NJ,apex,0.9855072463768116
2018,MA,the boston,63000,2018,MA,the boston,0.8170731707317073
2014,MI,hcl,65915,2014,MI,hcl,0.8170731707317073
2018,PA,comcast cable,71552,2018,PA,comcast cable,0.9852941176470589
2015,NJ,birla,72010,2015,NJ,birla,0.9436619718309859
2015,CA,adobe,125000,2015,CA,adobe,1.0
2016,CA,intuit,99298,2016,CA,intuit,1.0
2019,CA,electronic arts,107120,2019,CA,electronic arts,0.9710144927536232
2015,NJ,brillio,73500,2015,NJ,brillio,0.9436619718309859
2014,CA,intuit,105000,2014,CA,intuit,1.0
2014,TX,oberon,55000,2014,TX,oberon,0.9565217391304348
2017,TX,hewlett packard enterprise,91400,2017,TX,hewlett packard enterprise,0.9850746268656716
2017,OH,slk,60100,2017,OH,slk,0.9558823529411765
2018,VA,of virginia,116390,2018,VA,of virginia,1.0
2014,CA,tesla motors,99000,2014,CA,tesla motors,1.0
2016,CT,factset research,90000,2016,CT,factset research,1.0
2019,MD,hughes,85000,2019,MD,hughes,0.9846153846153847
2018,MI,syntel,142000,2018,MI,syntel,0.5289256198347108
2015,MO,cerner,69000,2015,MO,cerner,1.0
2017,TX,dell products,105000,2017,TX,dell products,1.0
2017,NJ,birla,70221,2017,NJ,birla,0.8421052631578947
2017,MI,ford motor,71323,2017,MI,ford motor,1.0
2019,NJ,nokia of,103893,2019,NJ,nokia of,0.9130434782608695
2019,VA,antra,84300,2019,VA,antra,0.525
2015,GA,emory,70000,2015,GA,emory,0.984375
2017,GA,emory,62213,2017,GA,emory,0.9692307692307692
2019,CA,denken,72000,2019,CA,denken,0.5384615384615384
2018,NC,ibm india private,80637,2018,NC,ibm india private,0.5081967213114754
2019,AR,federal,76524,2019,AR,federal,0.7294117647058823
2019,CA,square,151800,2019,CA,square,0.9253731343283582
2013,CA,intuit,93000,2013,CA,intuit,1.0
2014,MA,colorate,65499,2014,MA,colorate,0.9384615384615385
2016,MA,google,132000,2016,MA,google,0.9838709677419355
2016,NY,citi  markets,175000,2016,NY,citi  markets,1.0
2017,CA,symantec,106080,2017,CA,symantec,1.0
2017,CA,xoriant,110000,2017,CA,xoriant,0.9242424242424242
2014,CA,symantec,102000,2014,CA,symantec,1.0
2018,NY,barclays  corp,130500,2018,NY,barclays  corp,0.967741935483871
2016,CA,inovant,88541,2016,CA,inovant,1.0
2017,MA,ntt,107744,2017,MA,ntt,0.821917808219178
2016,MI,general motors,92400,2016,MI,general motors,0.967741935483871
2019,CA,samsung semiconductor,69430,2019,CA,samsung semiconductor,0.9523809523809523
2016,IL,on,100000,2016,IL,on,1.0
2018,TX,amensys,91000,2018,TX,amensys,0.7792207792207793
2017,CA,twitter,130000,2017,CA,twitter,1.0
2017,MA,the boston,90000,2017,MA,the boston,0.9516129032258065
2015,MN,optum,78395,2015,MN,optum,0.9833333333333333
2015,CA,sandisk,96576,2015,CA,sandisk,1.0
2018,NJ,adp,78083,2018,NJ,adp,0.9833333333333333
2019,CA,pure storage,100000,2019,CA,pure storage,0.9672131147540983
